OG,OG_QATestPlayerCNY03,CNY,919150,30,4,6,0,5
OG,OG_QATestPlayerEUR02,EUR,1012,0,0,0,0,0
OG,OG_QATestPlayerCNY02,CNY,249248,1,5,0,0,0
OG,OG_QATestPlayerJPY01,JPY,16,0,0,0,0,0
OG,GENESIS-SCOTTL,USD,32,0,0,0,0,0
OG,OG_TestUserSteveX_CNY,CNY,996716,0,1,0,0,0
OG,OG_IOS_QATestPlayerCNY02,CNY,77948,10,1,6,0,0
OG,OG_QATestPlayerUSD01,USD,1395872164,20,1577449,0,0,0
OG,OG_QATestPlayerIDR01,IDR,31644,11,1,0,0,0
BBIN_Staging,BBINTEST_TestUserCNY02,CNY,4,10,1,2,0,0
OG,OG_Android_QATestPlayerCNY01,CNY,92,0,0,0,0,0
OG,OG_IOS_QATestPlayerCNY01,CNY,24,1,1,0,0,0
Simbo,Simbo_QATestUserRUB01,RUB,40,0,0,0,0,0
OG,OG_QATestPlayerCNY04,CNY,560,4,0,0,0,0
OG,OG_QATestPlayerUSD02,USD,1192,0,0,0,0,0
OG,OG_QATestGenplusUSD03,USD,29252,63,0,0,0,0
OG,OG_QATestPlayerEUR01,EUR,9715951,0,0,0,0,0
OG,OG_QATestPlayerCNY05,CNY,24,0,0,0,0,0
OG,OG_QATestPlayerCNY06,CNY,484,5,0,0,0,0
OG,OG_QATestPlayerCNY07,CNY,0,15,0,0,0,0
OG,OG_QATestPlayerCNY08,CNY,6066196,5,2,16,2,120
BBIN_Staging,BBIN_QAPlayerCNY01,CNY,24,2,0,0,0,0
Simbo,Simbo_QAPlayerCNY01,CNY,152,3,0,0,0,0
Simbo,Simbo_QAPlayerEUR01,EUR,1212,1,0,1,0,11
Simbo,Simbo_QAPlayerIDR01,IDR,134,0,0,0,0,0
Simbo,Simbo_QAPlayerJPY01,JPY,1006,1,0,0,0,1
Simbo,Simbo_QAPlayerKRW01,KRW,406,0,0,1,0,0
Simbo,Simbo_QAPlayerMYR01,MYR,282,1,0,2,0,1
Simbo,Simbo_QAPlayerRUB01,RUB,110,0,0,0,0,0
Simbo,Simbo_QAPlayerTHB01,THB,5454,0,0,5,0,1
Simbo,Simbo_QAPlayerUSD01,USD,200,0,0,2,0,5
Simbo,Simbo_QAPlayerVND01,VND,28,0,0,0,0,0
BBIN_Staging,BBINTEST_TestUserCNY01,CNY,0,0,0,0,0,0
BBIN_Staging,BBINTEST_TestUserCNY03,CNY,216,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY01,CNY,40,1,0,0,0,0
OG,OG_QATestPlayerCNY01,CNY,1568,80,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY02,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY03,CNY,254,0,0,1,0,0
BBIN_Staging,BBIN_QATestUserCNY04,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY05,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY06,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY07,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY08,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY09,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY10,CNY,288,0,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY11,CNY,296,0,0,0,0,0
OG,OG_QATestPlayerTHB01,THB,894711,0,1,0,0,0
OG,OG_QATestPlayerKRW01,KRW,6512,36,0,0,0,0
Simbo,20180302-001,CNY,0,0,0,0,0,0
Simbo,harveytest1,CNY,0,0,0,0,0,0
OG,OG_QATestPlayerCNY09,CNY,358,28,0,0,0,0
gt,GT_QATestPlayerCNY01,CNY,2280,1,0,0,0,0
gt,GT_QATestPlayerCNY02,CNY,48,0,0,0,0,0
gt,GT_QATestPlayerCNY03,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY04,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY05,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY06,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY07,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY08,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY09,CNY,0,0,0,0,0,0
gt,GT_QATestPlayerCNY10,CNY,0,0,0,0,0,0
OG,OG_QATestPlayerMYR02,MYR,236,4,0,0,0,0
OG,OG_QATestPlayerKRW02,KRW,0,3,0,0,0,0
Simbo,Simbo_QAPlayerVND02,VND,1472,0,0,0,0,0
OG,OG_TestPlayerCNY02,CNY,188,0,0,0,0,0
gt,GT_QATestPlayerCNY11,CNY,481280,0,0,0,0,0
OG,OG_QATestPlayerCNY10,CNY,84,399,0,0,0,0
BBIN_Staging,BBIN_QATestUserCNY12,CNY,8,0,0,0,0,0
OG,OG_QATestPlayerCNY15,CNY,1688,1,0,0,0,0
Entaplay,Entaplay_QATestPlayerIDR01,IDR,456,0,0,0,0,0
Simbo,Simbo_QAPlayerVND12,VND,96,0,0,0,0,0
Simbo,Simbo_QAPlayerVND03,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND04,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND05,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND06,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND07,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND08,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND09,VND,44,0,0,0,0,0
Simbo,Simbo_QAPlayerVND10,VND,44,0,0,0,0,0
OG,OG_QATestPlayerCNY13,CNY,22889588,224,1,0,1,12
OG,OG_QATestPlayerIDR02,IDR,46832,0,0,0,0,0
OG,OG_QATestPlayerCNY17,CNY,99980,0,1,0,0,0
OG,OG_TestPlayerCNY05,CNY,96,0,0,0,0,0
OG,OG_QATestPlayerCNY19,CNY,48,0,0,0,0,0
OG,OG_QATestPlayerCNY18,CNY,844513340,1,1,0,0,0
OG,OG_QATestPlayerKRW03,KRW,16,2,0,0,0,0
OG,OG_QATestPlayerTHB02,THB,24,1,0,0,0,0
OG,OG_QATestPlayerTHB03,THB,36,1,0,0,0,0
OG,OG_QATestPlayerTHB04,THB,40,0,0,0,0,0
OG,OG_QATestPlayerTHB055,THB,2172,0,0,0,0,0
OG,OG_QATestPlayerTHB066,THB,524,11,0,0,0,0
OG,OG_QATestPlayerTHB07,THB,0,1,0,0,0,0
OG,OG_QATestPlayerTHB08,THB,1196,0,0,0,0,0
OG,OG_QATestPlayerTHB09,THB,28,0,0,0,0,0
OG,OG_QATestPlayerTHB10,THB,380,0,0,0,0,0
OG,OG_QATestPlayerTHB11,THB,200,0,0,0,0,0
OG,OG_QATestPlayerTHB12,THB,8,0,0,0,0,0
OG,OG_QATestPlayerTHB13,THB,80,0,0,0,0,0
OG,OG_Android_QATestPlayerCNY02,CNY,64,1,0,0,0,0
OG,OG_QATestPlayerIDR03,IDR,2680,0,0,0,0,0
OG,OG_QATestPlayerVND03,VND,2420,1,1,0,0,0
OG,OG_QATestPlayerUSD03,USD,16,0,0,0,0,0
OG,OG_QATestPlayerCNY21,CNY,130,1,0,2,1,0
OG,OG_QATestPlayerCNY22,CNY,1664,28,2,0,0,0
OG,OG_QATestPlayerCNY23,CNY,19048,0,0,0,0,0
OG,OG_QATestPlayerCNY24,CNY,768,0,0,0,0,0
OG,OG_QATestPlayerCNY25,CNY,72,0,0,0,0,0
OG,OG_QATestPlayerCNY26,CNY,936,0,0,0,0,0
OG,OG_QATestPlayerCNY27,CNY,296,0,0,0,0,0
OG,OG_QATestPlayerCNY28,CNY,2144,0,0,0,0,0
OG,OG_QATestPlayerCNY29,CNY,2160,5,0,0,0,0
OG,OG_QATestPlayerCNY30,CNY,15016,42,2,0,0,0
OG,OG_QATestPlayerCNY32,CNY,744,0,0,0,0,0
OG,OG_QATestPlayerUSD04,USD,2216,10,0,0,0,0
OG,OG_QATestPlayerCNY16,CNY,808,0,0,0,0,0
OG,OG_QATestPlayerVND02,VND,96,0,0,0,0,0
OG,OG_QATestPlayerCNY35,CNY,56,0,0,0,0,0
OG,OG_QATestPlayerUSD05,USD,1256,14,0,0,0,0
OG,OG_QATestPlayerCNY11,CNY,376,0,0,0,0,0
OG,OG_QATestPlayerVND01,VND,0,0,0,0,0,0
OG,OG_QATestPlayerVND05,VND,16,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY11,CNY,248,9,0,0,0,0
Simbo,Simbo_QAPlayerCNY12,CNY,0,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY13,CNY,520,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY14,CNY,1560,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY15,CNY,920,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY16,CNY,1680,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY17,CNY,0,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY18,CNY,0,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY19,CNY,0,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY20,CNY,0,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY26,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY27,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY21,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY28,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY24,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY22,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY25,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY23,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY30,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerCNY29,CNY,620,0,0,0,0,0
Simbo,Simbo_QAPlayerIDR02,IDR,148,0,0,0,0,0
Simbo,Simbo_QAPlayerJPY02,JPY,1060,0,0,0,0,0
Simbo,Simbo_QAPlayerKRW02,KRW,1444,5,0,0,0,0
Simbo,Simbo_QAPlayerMYR02,MYR,1732,0,0,0,0,0
Simbo,Simbo_QAPlayerRUB02,RUB,1012,0,0,0,0,0
Simbo,Simbo_QAPlayerTHB02,THB,8,0,0,0,0,0
Simbo,Simbo_QAPlayerUSD02,USD,1480,0,0,0,0,0
Simbo,Simbo_QAPlayerVND22,VND,1240,0,0,0,0,0
Simbo,Simbo_QAPlayerEUR02,EUR,1748,0,0,0,0,0
OG,OG_QATestPlayerCNY12,CNY,0,0,0,0,0,0
OG,OG_V_TestUser01_CNY_RADPLUS,CNY,736,4,0,0,0,0
OG,HnwfuMPwvQbTtMQa6G2R,CNY,150000,0,0,0,0,0
OG,Wqsfro4p17IygJZ3cYWB,CNY,152000,0,0,0,0,0
OG,KTLkdcWO3nxwwOz6PQFa,CNY,152000,0,0,0,0,0
OG,lb6bpBnxviq0sGtb5QiK,CNY,162000,0,0,0,0,0
OG,2h51arSLERB0m4EkJfP0,CNY,154000,0,0,0,0,0
OG,EOrTmqY402KpEoa3Pa59,CNY,164000,0,0,0,0,0
OG,HZBOV0iIBSRc51Zs04DJ,CNY,154000,0,0,0,0,0
OG,6IU4o7i16o114vWq72DC,CNY,162000,0,0,0,0,0
OG,y4VTbk2klgURP6YfMv5D,CNY,188000,0,0,0,0,0
OG,WdemgYM3plSXI7oy6Y4I,CNY,152000,0,0,0,0,0
OG,B4QeWJfFKWxd4nntv6cv,CNY,158000,0,0,0,0,0
OG,le8nWBOkSyYjapyTKmLm,CNY,158000,0,0,0,0,0
OG,y5qIuQNgXLUNMW3tV1x6,CNY,174000,0,0,0,0,0
OG,Rvwj9tyMSD6GEfTTezAA,CNY,160000,0,0,0,0,0
OG,IPCLTi1hfMeMsiNA4CRM,CNY,194000,0,0,0,0,0
OG,j6060UTAeUDIQjdtkQAa,CNY,180000,0,0,0,0,0
OG,Sds8bZr7Rvibp68NJDSK,CNY,156000,0,0,0,0,0
OG,4tB5oWvrBdBz9LO8OOhu,CNY,152000,0,0,0,0,0
OG,NAGFTP2fplMsJL8YIPs2,CNY,178000,0,0,0,0,0
OG,OqcnIBc7RrnHgmYPNcEP,CNY,160000,0,0,0,0,0
OG,rKen4haLWKN9W49kFaVq,CNY,178000,0,0,0,0,0
OG,OPc0UyRfHYv2Dkb4Vloc,CNY,170000,0,0,0,0,0
OG,EOxDPHhImyYepjHvvvyi,CNY,174000,0,0,0,0,0
OG,quEiZ1WHtQrwejNyXya9,CNY,164000,0,0,0,0,0
OG,cQSEvQ3SG1OmMiWIC5oq,CNY,170000,0,0,0,0,0
OG,ep5QIeHMl5thCskGJkp7,CNY,168000,0,0,0,0,0
OG,pEW781u2L6kdUdyAK1vi,CNY,166000,0,0,0,0,0
OG,jKlvIeypgZeLt69qRCWW,CNY,172000,0,0,0,0,0
OG,vmfOVbUQl1CfKDMrh0VY,CNY,162000,0,0,0,0,0
OG,7DkCRWFGZlIxPaz7UOdH,CNY,170000,0,0,0,0,0
OG,LCboFGMRuNoCnKW91V8P,CNY,172000,0,0,0,0,0
OG,eMMYUu4j6NKmpDjEhllh,CNY,172000,0,0,0,0,0
OG,BUh3LbVx72Wr2oBpq7at,CNY,176000,0,0,0,0,0
OG,gKRK3MsZO5ehL57oGR8E,CNY,162000,0,0,0,0,0
OG,FR0PC94lpY7NUoSUoY5k,CNY,166000,0,0,0,0,0
OG,JSd60vHfTgi586RWFvzS,CNY,160000,0,0,0,0,0
OG,udMhRuYLgZOeUndbMqCj,CNY,176000,0,0,0,0,0
OG,4oxA2hj0ecM91ozTav8J,CNY,162000,0,0,0,0,0
OG,UU2rhIXQbCr4Yjrr1mj3,CNY,188000,0,0,0,0,0
OG,lI7Xl0x6CXyVXNfjPyYy,CNY,172000,0,0,0,0,0
Simbo,jrtestt19,CNY,0,0,0,0,0,0
Simbo,jrtestt20,CNY,0,0,0,0,0,0
OG,CatKingdom10020,CNY,12120,0,0,0,0,0
OG,CatKingdom10021,CNY,48,0,0,0,0,0
OG,CatKingdom10022,CNY,160,0,0,0,0,0
Entaplay,OG_V_TestUser01_IDR,IDR,0,0,0,0,0,0
CCC,CCC_V_TestUser01_CNY,CNY,4095888,0,0,0,0,0
CCC,CCC_V_TestUser02_CNY,CNY,4231440,0,0,0,0,0
CCC,CCC_V_TestUser03_CNY,CNY,4021728,0,0,0,0,0
CCC,CCC_V_TestUser04_CNY,CNY,4303008,0,0,0,0,0
CCC,CCC_V_TestUser05_CNY,CNY,4166736,0,0,0,0,0
CCC,CCC_V_TestUser06_CNY,CNY,152016,0,0,0,0,0
CCC,CCC_V_TestUser07_CNY,CNY,153456,0,0,0,0,0
CCC,CCC_V_TestUser08_CNY,CNY,4266240,0,0,0,0,0
CCC,CCC_V_TestUser09_CNY,CNY,3999120,0,0,0,0,0
CCC,CCC_V_TestUser10_CNY,CNY,3917136,0,0,0,0,0
DSMGM,DSMGM_QATestVND02,VND,28,0,0,0,0,0
DSMGM,DSMGM_QATestVND03,VND,1556,0,0,0,0,0
DSMGM,DSMGM_QATestVND04,VND,496,0,0,0,0,0
DSMGM,DSMGM_QATestVND01,VND,976,6,0,0,0,0
DSMGM,DSMGM_QATestVND05,VND,412,0,0,0,0,0
DSMGM,DSMGM_QATestVND6,VND,600,0,0,0,0,0
DSMGM,DSMGM_QATestVND07,VND,1400,0,0,0,0,0
DSMGM,DSMGM_QATestVND08,VND,1524,0,0,0,0,0
DSMGM,DSMGM_QATestVND09,VND,820,0,0,0,0,0
DSMGM,DSMGM_QATestVND10,VND,1780,0,0,0,0,0
CCC,CCC_V_TestUser01_CNY_CATKINGDOM,CNY,5379200,0,0,0,0,0
CCC,CCC_V_TestUser02_CNY_CATKINGDOM,CNY,4307440,0,0,0,0,0
CCC,CCC_V_TestUser03_CNY_CATKINGDOM,CNY,4371960,0,0,0,0,0
CCC,CCC_V_TestUser04_CNY_CATKINGDOM,CNY,4138920,0,0,0,0,0
CCC,CCC_V_TestUser05_CNY_CATKINGDOM,CNY,4589640,0,0,0,0,0
CCC,CCC_V_TestUser06_CNY_CATKINGDOM,CNY,4278520,0,0,0,0,0
CCC,CCC_V_TestUser07_CNY_CATKINGDOM,CNY,4324720,0,0,0,0,0
CCC,CCC_V_TestUser08_CNY_CATKINGDOM,CNY,4090400,0,0,0,0,0
CCC,CCC_V_TestUser09_CNY_CATKINGDOM,CNY,4492840,0,0,0,0,0
CCC,CCC_V_TestUser10_CNY_CATKINGDOM,CNY,4395880,0,0,0,0,0
CCC,CCC_V_TestUser06_CNY_01,CNY,3782592,0,0,0,0,0
CCC,CCC_V_TestUser07_CNY_01,CNY,3749904,0,0,0,0,0
DSMGM,DSMGM_QATestIDR01,IDR,8,2,0,0,0,0
DSMGM,DSMGM_QATestIDR02,IDR,128,0,0,0,0,0
DSMGM,DSMGM_QATestIDR03,IDR,8,5,0,0,0,0
DSMGM,DSMGM_QATestIDR04,IDR,368,0,0,0,0,0
DSMGM,DSMGM_QATestIDR05,IDR,0,0,0,0,0,0
DSMGM,DSMGM_QATestIDR06,IDR,32,0,0,0,0,0
DSMGM,DSMGM_QATestIDR07,IDR,152,0,0,0,0,0
DSMGM,DSMGM_QATestIDR08,IDR,0,5,0,0,0,0
DSMGM,DSMGM_QATestIDR09,IDR,0,0,0,0,0,0
DSMGM,DSMGM_QATestIDR10,IDR,128,0,0,0,0,0
EVEB,EVEB_V_TestUser01_IDR,IDR,235152,0,0,0,0,0
EVEB,EVEB_V_TestUser02_IDR,IDR,199632,0,0,0,0,0
EVEB,EVEB_V_TestUser03_IDR,IDR,161928,0,0,0,0,0
EVEB,EVEB_V_TestUser04_IDR,IDR,162632,0,0,0,0,0
EVEB,EVEB_V_TestUser05_IDR,IDR,165944,0,0,0,0,0
EVEB,EVEB_V_TestUser06_IDR,IDR,171360,0,0,0,0,0
EVEB,EVEB_V_TestUser07_IDR,IDR,166864,0,0,0,0,0
EVEB,EVEB_V_TestUser08_IDR,IDR,157040,0,0,0,0,0
EVEB,EVEB_V_TestUser09_IDR,IDR,163064,0,0,0,0,0
EVEB,EVEB_V_TestUser10_IDR,IDR,163760,0,0,0,0,0
XTD,XTD_V_TestUser01_CNY,CNY,4769656,96,7,0,0,0
XTD,XTD_V_TestUser02_CNY,CNY,4802016,0,0,0,0,0
XTD,XTD_V_TestUser03_CNY,CNY,4801584,0,0,0,0,0
XTD,XTD_V_TestUser04_CNY,CNY,4801152,0,0,0,0,0
XTD,XTD_V_TestUser05_CNY,CNY,4801584,0,0,0,0,0
XTD,XTD_V_TestUser06_CNY,CNY,4801824,0,0,0,0,0
XTD,XTD_V_TestUser07_CNY,CNY,5120688,0,0,0,0,0
XTD,XTD_V_TestUser08_CNY,CNY,5006640,0,0,0,0,0
XTD,XTD_V_TestUser09_CNY,CNY,113520,0,0,0,0,0
XTD,XTD_V_TestUser10_CNY,CNY,4801152,0,0,0,0,0
OG,OG_V_TestUser22_CNY,CNY,304,0,0,0,0,0
CCC,CCC_V_TestUser11_CNY_CATKINGDOM,CNY,1904000,0,0,0,0,0
CCC,CCC_V_TestUser12_CNY_CATKINGDOM,CNY,2122520,0,0,0,0,0
CCC,CCC_V_TestUser13_CNY_CATKINGDOM,CNY,1878160,0,0,0,0,0
CCC,CCC_V_TestUser14_CNY_CATKINGDOM,CNY,1956280,0,0,0,0,0
CCC,CCC_V_TestUser15_CNY_CATKINGDOM,CNY,1972160,0,0,0,0,0
CCC,CCC_V_TestUser16_CNY_CATKINGDOM,CNY,2004960,0,0,0,0,0
CCC,CCC_V_TestUser17_CNY_CATKINGDOM,CNY,2093280,0,0,0,0,0
CCC,CCC_V_TestUser18_CNY_CATKINGDOM,CNY,2014320,0,0,0,0,0
CCC,CCC_V_TestUser19_CNY_CATKINGDOM,CNY,2001320,0,0,0,0,0
CCC,CCC_V_TestUser20_CNY_CATKINGDOM,CNY,830680,0,0,0,0,0
OG,CatKing10001,CNY,17344,0,0,0,0,0
GPK_Staging,CatKingdom26,RMB,72,0,0,0,0,0
OG,Cai3,CNY,0,0,0,0,0,0
OG,Ltest05,CNY,15364,0,1,2,1,0
OG,Ron-TPE,CNY,504,43,0,0,0,0
OG,OG_V_TestUser20_CNY,CNY,1032,597,0,0,0,0
OG,OG_V_TestUser21_CNY,CNY,112,17,0,0,0,0
OG,OG_V_TestUser23_CNY,CNY,1568,0,0,0,0,0
OG,TPEQA_CNY_21,CNY,1240,10,1,0,0,0
OG,OG_V_TestUser24_CNY,CNY,16,1,0,0,0,0
OG,OG_V_TestUser02_CNY_RADPLUS,CNY,4640,0,0,0,0,0
OG,OG_QATestPlayerMYR01,MYR,0,0,0,0,0,0
OG,OG_V_TestUser04_CNY_RADPLUS,CNY,40,0,0,0,0,0
